 Donna M. Wacha Monmouth University  	/authors/OL7279097A
 Edward W. Pitzer Marian University 	/authors/OL7279103A
 Frédéric Mynard New Jersey City University 	/authors/OL7277751A
 Frédéric Mynard New Jersey City University 	/authors/OL7279461A
 Frédéric Mynard New Jersey City University 	/authors/OL7279462A
 Frédéric Mynard New Jersey City University  	/authors/OL7279497A
 Norbert Euler Luleå University of Technology, Sweden 	/authors/OL7279502A
 Norbert Euler Luleå University of Technology, Sweden  	/authors/OL7282176A
"20th Century Fantasy: From Beatrix to Harry" International Literary Conference ( 2002 Kent State University, Astabula, Ohio)	/authors/OL1517297A
"Binghamton" Geomorphology Symposium (11th 1980 Kent State University)	/authors/OL1548848A
"Binghamton" Geomorphology Symposium (11th : 1980 : Kent State University)	/authors/OL6198290A
"Binghamton" Geomorphology Symposium (15th 1984 State University of New York at Binghamton)	/authors/OL1122603A
"Binghamton" Geomorphology Symposium (17th State University of New York at Binghamton)	/authors/OL1191631A
"Binghamton" Geomorphology Symposium (18th 1987 Miami University)	/authors/OL5372217A
"Cutting Edge" Property Research Conference (1994 City University Business School)	/authors/OL5316806A
"Indo-Japan Conference on Mutual Literature" (2002 University of Delhi, Dept. of East Asian Studies)	/authors/OL1403941A
"International Symposium on Linguistics, Quantification, and Computation" (2005 Centre for Applied Linguistics and Translation Studies, University of Hyderabad)	/authors/OL6468651A
"International Workshop on Crop and Forage Production Using Saline Waters in Dry Areas" (2006 University of Birjand)	/authors/OL5087091A
"Jidu jiao yu Zhongguo she hui wen hua" guo ji nian qing xue zhe yan tao hui (3rd 2006 Chinese University of Hong Kong)	/authors/OL6841004A
"Measina a Samoa 2000 and Beyond" Conference (1999 Institute of Samoan Studies, National University of Samoa)	/authors/OL7033944A
"NUFU" Workshop (2004 University of Ghana, Legon)	/authors/OL5157799A
"Pan Pacific Design Communication Conference" (1994 National Cheng Kung University, Taiwan)	/authors/OL5269317A
"Quo Vadis" Conference on Family Life Philippine Women's University 1964.	/authors/OL1714027A
"Zhong guo shi xue zhi bi jiao guan"guo ji yan tao hui (1995 Heidelberg University)	/authors/OL6721307A
"Zhong guo shi xue zhi bi jiao guan"guo ji yan tao hui (1995 University of Heidelberg)	/authors/OL6728203A
"Zhongguo li xian yi bai zhou nian ji Zhongguo xian zheng de wei lai" yan tao hui (2008 City University of Hong Kong)	/authors/OL7140442A
"Zhongguo li xian yi bai zhou nian ji Zhongguo xian zheng de wei lai" yan tao hui (2008 City University of Hong Kong)	/authors/OL7140443A
'96 Asian Women's Studies Conference (1996 Ewha Womans University)	/authors/OL53914A
'Round Midnight Colloquium (3rd University of Northumbria at Newcastle)	/authors/OL5530834A
'Round Midnight Colloquium (4th University of Northumbria at Newcastle)	/authors/OL5530842A
(1983 University of Birmingham)	/authors/OL6145799A
(31st 1995 University of Toronto)	/authors/OL6439604A
(H)IGCSE Colloquium on Teacher Education (1995 University of Namibia)	/authors/OL95314A
(New Zealand Federation of University Women)	/authors/OL3424634A
0001 Pretoria, South Africa, University of South Africa XXX <b>Professor C J H Schutte<d> Dean of Science PO Box 392	/authors/OL3527600A
10th Anniversary Summer Science School for High School Students (1967 University of Sydney)	/authors/OL2104263A
150th Anniversary Symposium on Technology and Society (1988 University of Alabama)	/authors/OL869315A
1962 Indiana University Conference on Paralinguistics and Kinesics	/authors/OL5702363A
1965 West Virginia University Conference on Poverty Amid Affluence	/authors/OL5574221A
1966 Edinburgh University Conference on Psycholinguistics	/authors/OL5702977A
1966 University of Western Ontario Philosophy Colloquium	/authors/OL5682226A
1968 University of Western Ontario Philosophy Colloquium	/authors/OL5682439A
1974 Tokyo University Scientific Expedition to Western Asia	/authors/OL2923814A
1976, University of Nottingham) Easter School in Agricultural Science (25th	/authors/OL2691928A
1978, Oral Roberts University Natl Conference on Aerobic Exercise	/authors/OL3574680A
1st, Western Michigan University, 1977 Fifteenth-Century Symposium	/authors/OL3646656A
2001-National Seminar on Seed Science and Technology in the new Millennium: Vistas and Vision (2001 University of Mysore)	/authors/OL1469738A
2D, University of Wisconsin, 1972. Harry Steenbock Symposium	/authors/OL3331577A
2nd, Monash University, 19 Australasian Conference of Econometricians	/authors/OL3405039A
3d, University of Rhode Island, 1978 Kingston Conference on Differential Games and Control Theory	/authors/OL2871121A
3d, University of Surrey, 1978 International Conference on Submillimetre Waves and Their Applications	/authors/OL2641850A
40th, Oregon State University, 1979 Biology Colloquium	/authors/OL2937445A
4th, State University of New York at Stony Brook, 1978 Conference on Riemann Surfaces and Related Topics	/authors/OL2769811A
50th Anniversary Symposium of the Nobel-Prize of Albert Szent-Györgyi (1987 Albert Szent-Györgyi Medical University)	/authors/OL949267A
63rd Texas Legislature Pre-session Conference University of Texas at Austin 1972.	/authors/OL2031634A
64th Texas Legislature Pre-session Conference University of Texas at Austin 1974.	/authors/OL1996521A
65th Texas Legislature Pre-session Conference University of Texas at Austin 1976.	/authors/OL1949192A
66th Texas Legislature Pre-session Conference (1978 University of Texas at Austin)	/authors/OL1642256A
A graduate of the University of Oxford	/authors/OL6027189A
A.B, M.A. Harvard University M. E. Speare	/authors/OL3539690A
A.D. Club of Harvard University	/authors/OL7628286A
A.S.I. African Studies Seminar (1975 University of the Witwatersrand)	/authors/OL6449884A
A.T. Reid Memorial Refresher Course for Veterinarians (1997 University of New South Wales)	/authors/OL5544357A
A.T. Reid Memorial Refresher Course for Veterinarians (1998 University of Sydney)	/authors/OL5315114A
AACTE Conference on International Understanding (4th 1961 University of Nebraska)	/authors/OL2189025A
AACTE Conference on International Understanding (6th 1964 University of Pittsburgh)	/authors/OL2207021A
AALS Symposium on the Law School Curriculum and the Legal Rights of Women (1972 New York University)	/authors/OL4959662A
AAS Space Flight Mechanics Specialist Conference (1966 University of Denver)	/authors/OL2100028A
ACADIA '87 Workshop (1987 North Carolina State University. School of Design)	/authors/OL4648745A
ACADIA '88 (College of Architecture and Urban Planning, University of Michigan)	/authors/OL4648744A
ACADIA '89 (1989 University of Florida)	/authors/OL4648747A
ACADIA (Conference) (2002 California State Polytechnic University)	/authors/OL1547614A
ACADIA Workshop (1986 University of Houston. College of Architecture)	/authors/OL4648746A
ACESS Conference in Sports Science (2008 Chinese Culture University)	/authors/OL6852934A
ACI/SCA International Conference on Sprayed Concrete/Shotcrete (1996 Edinburgh University)	/authors/OL365648A
ACLALS Triennial Conference (5th 1981? University of the South Pacific)	/authors/OL1083403A
ACLEA National Conference on the Uniform Probate Code University of Denver 1972.	/authors/OL2075049A
ACM International Conference on Virtual Reality Continuum and its Applications (2nd 2006 Chinese University of Hong Kong)	/authors/OL5371866A
ACM SIGARCH-SIGOPS Workshop on Virtual Computer Systems Harvard University	/authors/OL5507348A
ACM SIGCOMM Conference (1996 Stanford University, Calif.)	/authors/OL5563166A
ACM SIGCSE Symposium on Education in Computer Science (2nd 1972 Washington University)	/authors/OL4513924A
ACM SIGOPS Workshop on System Performance Evaluation, Harvard University 1971	/authors/OL5448404A
ACM SIGPLAN Symposium on Pedagogic Languages with Small Computers (1972 University of Kansas)	/authors/OL6452212A
ACM SIGPLAN and SIGOPS Workshop on Parallel and Distributed Debugging (1988 University of Wisconsin--Madison)	/authors/OL5563027A
ACM SIGPLAN and SIGOPS Workshop on Parallel and Distributed Debugging (1988 University of Wisconsin-Madison, Wisconsin)	/authors/OL6507909A
ACM SIGSMALL/PC Symposium on Small Systems (1991 University of Western Ontario)	/authors/OL677744A
ACM Sigarch-Sigops Workshop on Virtual Computer Systems Harvard University 1973.	/authors/OL2015650A
ACM Symposium on Data Structures in Programming Languages (1971 University of Florida)	/authors/OL5035368A
ACM Workshop/Symposium on Measurement and Evaluation of Software Quality (1981 University of Maryland)	/authors/OL1304961A
ACM-IEEE Symposium on High-level-language Computer Architecture (1973 University of Maryland)	/authors/OL4514187A
ACM-IEEE Symposium on High-level-language Computer Architecture, University of Maryland 1973	/authors/OL5575848A
ACM-Sigmod International Conference on Management of Data. University of Michigan)	/authors/OL4538948A
ACSA Central Conference (2003 Ball State University, College of Architecture and Planning)	/authors/OL6169804A
ACSA Southeastern Regional Meeting (1988 University of Puerto Rico (Río Piedras Campus))	/authors/OL4999089A
ACSA Southeastern Regional Meeting (1994 School of Architecture, Mississippi State University)	/authors/OL5968798A
ACSA West Central Regional Conference (1995 University of Illinois at Urbana-Champaign.)	/authors/OL4760643A
ACUN International Composites Conference (2nd 2000 University of New South Wales)	/authors/OL6437239A
ACUNS (Inter)National Student Conference on Northern Studies (7th 2003 University of Alberta)	/authors/OL4963822A
ACiD 2007 (2007 University of Durham)	/authors/OL5543273A
ACoS'98 (1998 University of Lisbon)	/authors/OL224726A
ADIPA Seminar (1991 University of the Philippines)	/authors/OL524830A
AFBMD/STL Symposium on Ballistic Missile and Space Technology (4th 1959 University of Southern California)	/authors/OL6950428A
AFIPS/Stanford Conference on Computers, Society, and Law: the Role of Legal Education (1973 Stanford University)	/authors/OL2073832A
AFOSR Conference (2nd 1999 Rutgers University)	/authors/OL6405672A
AFOSR-HTTM-Stanford Conference on Complex Turbulent Flows (1980-1981 Stanford University)	/authors/OL4529824A
AFOSR-HTTM-Stanford Conference on Complex Turbulent Flows: Comparison of Computation and Experiment (1980-1981 Stanford University)	/authors/OL1363593A
AFRC Conference on Protein Engineering in the Agricultural and Food Industry (1991 Selwyn College, University of Cambridge)	/authors/OL5841978A
AFRO Workshop on Rural Environment and Development Planning in Southern Africa (1976 : University College of Botswana)	/authors/OL1767630A
AFRO Workshop on Rural Environment and Development Planning in Southern Africa (1976 University College of Botswana)	/authors/OL5921664A
AGI Conference (1st 2008 University of Memphis)	/authors/OL5197427A
AGU Front Range Branch Hydrology Days (14th 1994 Colorado State University)	/authors/OL5181202A
AGU Front Range Branch Hydrology Days (5th 1985 Colorado State University)	/authors/OL1151774A
AGU Front Range Branch Hydrology Days (6th 1986 Colorado State University)	/authors/OL1045977A
AGU Front Range Branch Hydrology Days (7th 1987 Colorado State University)	/authors/OL1105619A
AGU Front Range Branch Hydrology Days (8th 1988 Colorado State University)	/authors/OL970963A
AI and Cognitive Science (1989 Dublin City University)	/authors/OL6354248A
AIA/ACADIA Fabrication Conference (2004 University of Waterloo)	/authors/OL6495688A
AIC Seminar (9th 1983 Sydney University)	/authors/OL1052242A
AICA International Symposium on Computer Methods for Partial Differential Equations (2d 1977 Lehigh University)	/authors/OL5034855A
AICA International Symposium on Computer Methods for Partial Differential Equations Lehigh University 1975	/authors/OL1949201A
AICA Symposium on Simulation Languages for Dynamic Systems (1975 City University)	/authors/OL6369432A
AIDS in Context Conference (2001 University of the Witwatersrand)	/authors/OL3109985A
AIESEP World Conference (1990 Loughborough University of Technology)	/authors/OL674550A
AINSE Nuclear Physics Conference Australian National University 1974.	/authors/OL1778844A
AIRAPT Conference (6th 1977 University of Colorado)	/authors/OL1861831A
AIRAPT Conference (6th : 1977 : University of Colorado)	/authors/OL3418964A
AISB-89 (1989 University of Sussex)	/authors/OL5603239A
AISB89 (Conference) (University of Sussex)	/authors/OL6433328A
AISB91 (1991 University of Leeds)	/authors/OL763345A
AISB91 (Conference) (University of Leeds)	/authors/OL6354254A
ALGOL 68 Conference (3rd 1977 University of Strathclyde)	/authors/OL6108121A
ALI-ABA Advanced Course of Study on the Trial of a Case University of Oklahoma 1972.	/authors/OL1969682A
ALI-ABA Course of Study : Bankruptcy Law and Practice Villanova University 1976.	/authors/OL1918958A
ALI-ABA Course of Study : Estate Planning in Depth University of Wisconsin 1976.	/authors/OL1918966A
ALI-ABA Course of Study for Young Lawyers: Federal Income Tax Policy and Practice and the Tax Reform Act of 1969 University of Wisconsin 1970.	/authors/OL1861487A
ALI-ABA Course of Study on Corporate Finance--the Development, Growth, and Rescue of the Substantial, Publicly Held Corporation University of Wisconsin 1971.	/authors/OL1913624A
ALI-ABA Course of Study: Estate Planning (1979 University of Wisconsin)	/authors/OL4999368A
ALI-ABA Course of Study: Estate Planning in Depth University of Wisconsin--Madison 1975.	/authors/OL1921875A
ALI-ABA Course of Study: Modern Real Estate Transactions, Environmental Litigation University of Colorado 1976.	/authors/OL1918962A
ALI-ABA Course of Study: Professional Corporations, Insurance, and Qualified Plans Arizona State University 1972.	/authors/OL2043344A
ALI-ABA Course of Study: Section 8 HUD-Subsidized Housing: New Tax-Exempt Financing Techniques University of Wisconsin 1977.	/authors/OL1870754A
ALI-ABA Course of Study: the Investment Company Act of 1940 and Investment Company compliance Emory University 1975.	/authors/OL1918961A
ALLC-Symposion on "Machine Translation and Computational Lexicography" (1980 University of Copenhagen)	/authors/OL1214962A
AMGA/ISMS International Workshop-Seminar on Agaricus Compost (1990 University of Western Sydney)	/authors/OL4785833A
AMS Special Session Algebraic Methods in Statistics and Probability (2009 University of Illinois at Urbana-Champaign)	/authors/OL6792602A
AMS Special Session Combinatorial and Statistical Group Theory (2003 : New York University)	/authors/OL3626648A
AMS Special Session Enumerative Geometry in Physics (2000 University of Massachusetts, Lowell, Mass.)	/authors/OL5184656A
AMS Special Session Geometric Group Theory (2002 Northeastern University)	/authors/OL5219171A
AMS Special Session in Combinatorial Group Theory--Infinite Groups (1988 University of Maryland, College Park)	/authors/OL891978A
AMS Special Session in Geometry (1987 University of California, Los Angeles)	/authors/OL1005975A
AMS Special Session on Algebraic Methods in Statistics (2000 University of Notre Dame)	/authors/OL5187900A
AMS Special Session on Real Algebraic Geometry and Ordered Algebraic Structures (1996 Louisiana State University)	/authors/OL4843290A
AMS Special Session on Tomography and Integral Geometry (2004 Rider University)	/authors/OL4916749A
AMS Summer Research Institute on Smooth Ergodic Theory and Its Applications (1999 : University of Washington)	/authors/OL3335496A
AMS Summer Research Institute on Smooth Ergodic Theory and Its Applications (1999 University of Washington)	/authors/OL5186339A
AMS Symposium on the Geometry of the Laplace Operator (1979 University of Hawaii at Manoa)	/authors/OL1761648A
AMS-IMS-SIAM Joint Summer Research Conference in the Mathematical Sciences on Applications of Algebraic K-Theory to Algebraic Geometry and Number Theory (1983 University of Colorado, Boulder)	/authors/OL1189501A
AMS-IMS-SIAM Joint Summer Research Conference in the Mathematical Sciences on Applications of Mathematical Logic to Finite Combinatorics (1985 Humboldt State University)	/authors/OL1194580A
AMS-IMS-SIAM Joint Summer Research Conference in the Mathematical Sciences on Artin's Braid Group (1986 University of California, Santa Cruz)	/authors/OL952365A
AMS-IMS-SIAM Joint Summer Research Conference in the Mathematical Sciences on Categories in Computer Science and Logic (1987 University of Colorado, Boulder)	/authors/OL1009238A
AMS-IMS-SIAM Joint Summer Research Conference in the Mathematical Sciences on Current Trends in Arithmetical Algebraic Geometry (1985 Humboldt State University)	/authors/OL1071948A
AMS-IMS-SIAM Joint Summer Research Conference in the Mathematical Sciences on Fluids and Plasmas, Geometry and Dynamics (1983 University of Colorado, Boulder)	/authors/OL1232344A
AMS-IMS-SIAM Joint Summer Research Conference in the Mathematical Sciences on Geometry of Group Representations (1987 University of Colorado)	/authors/OL949218A
AMS-IMS-SIAM Joint Summer Research Conference in the Mathematical Sciences on Geometry of Random Motion (1987 Cornell University)	/authors/OL949085A
